conversation_id,message_index,domain,text,visitor_id,account_id,session_id,is_rage,cluster_id,Use Case,Description
conv_0315,3,logistics_inventory,"also, We need audit logs: who changed what + when.",v1109,a109,s3609,False,19,Audit Logs for Change Tracking,"Users require audit logs to track who made changes, what was changed, and when these modifications occurred."
conv_0315,4,logistics_inventory,"btw, is it hard to add CSV import/export? 😂",v1110,a110,s3610,False,20,Assessing Feature Integration Difficulty,Users inquire about the perceived difficulty of integrating various new features and functionalities into the product.
conv_0315,5,logistics_inventory,"it worked yesterday and now filters reset every time I refresh. I didn’t change anything 🤷, can we add proper RLS + policies?",v1111,a111,s3611,False,3,Unreliable Tag Saving Functionality,"Users report inconsistent and random behavior when saving tags, hindering their ability to ship products reliably."
conv_0315,6,logistics_inventory,dark mode toggle please 🙏 😅,v1112,a112,s3612,False,25,Request Dark Mode Toggle Feature,Users are consistently requesting the addition of a dark mode toggle for improved visual comfort and preference.
conv_0315,7,logistics_inventory,please don’t hardcode secrets anywhere. env vars only.,v1113,a113,s3613,False,1,Secure Secret Management with Environment Variables,Users are reminded to avoid hardcoding sensitive information and instead utilize environment variables for secure secret management.
conv_0315,8,logistics_inventory,is it hard to add low stock alerts?,v1114,a114,s3614,False,20,Assessing Feature Integration Difficulty,Users inquire about the perceived difficulty of integrating various new features and functionalities into the product.
conv_0315,9,logistics_inventory,spacing on mobile is off. header + list overlap.,v1115,a115,s3615,False,4,Mobile Layout and Spacing Issues,"Users are experiencing incorrect spacing and overlapping elements, specifically headers and lists, on mobile devices."
conv_0315,10,logistics_inventory,"mobile matters a lot, most users are on iPhone.",v1116,a116,s3616,False,28,Mobile Usage on MacBook,"This use case highlights the significant mobile usage among users, with a strong preference for MacBook devices."
conv_0315,11,logistics_inventory,here’s what I’m thinking: - inventory by SKU - low stock alerts - integrate GitHub,v1117,a117,s3617,False,13,Internal Tools & Business Process Automation,"Users need custom applications to streamline internal operations, manage data, and automate workflows across various business functions."
conv_0315,12,logistics_inventory,feature request: low stock alerts,v1118,a118,s3618,False,5,Request for Core Platform Features,"Users are requesting essential features like admin tools, communication, and task management capabilities."
conv_0315,13,logistics_inventory,"ok, my kids asked me to add this: I don’t want this to feel heavy. keep it minimal pls.",v1119,a119,s3619,False,6,Simplify Crowded User Interface,Users perceive the current UI as crowded and request simplification for a better user experience.
conv_0316,1,legal_case_tracker,my spouse asked me to add this: Can we prototype a case tracker for a small legal team today?,v1120,a120,s3620,False,17,Prototyping Custom Business Applications,Users want to quickly prototype and build various custom business applications for specific operational needs.
conv_0316,2,legal_case_tracker,table view is painful on iPad. any ideas?,v1121,a121,s3621,False,15,Table View Usability Across Devices,"Users report a painful table view experience on various devices like MacBook, Chromebook, and Android, seeking improvements."
conv_0316,3,legal_case_tracker,"uh, we already use Google Calendar, can the app plug into that?",v1122,a122,s3622,False,11,Integrate with Existing Third-Party Tools,"Users inquire about the app's ability to integrate with their existing third-party platforms and services like Firebase, n8n, or Webhooks."
conv_0316,4,legal_case_tracker,I need this to be GDPR-ish (at least delete account + export data). ✅,v1123,a123,s3623,False,19,Audit Logs for Change Tracking,"Users require audit logs to track who made changes, what was changed, and when these modifications occurred."
conv_0316,5,legal_case_tracker,wait I forgot: document uploads,v1124,a124,s3624,False,22,Remembering Specific Content or Features,"Users frequently forget where to find specific announcements, content calendars, or other product features."
conv_0316,6,legal_case_tracker,"I think we also need audit logs, also please keep redirects/CORS sane for OAuth",v1125,a125,s3625,False,19,Audit Logs for Change Tracking,"Users require audit logs to track who made changes, what was changed, and when these modifications occurred."
conv_0316,7,legal_case_tracker,"also, I run a small team. Can we add document uploads?",v1126,a126,s3626,False,20,Assessing Feature Integration Difficulty,Users inquire about the perceived difficulty of integrating various new features and functionalities into the product.
conv_0316,8,legal_case_tracker,"Trying to make a case tracker for a small legal team. nothing fancy, just usable.",v1127,a127,s3627,False,0,Simple Service and Coordination Apps,"Users want to build straightforward applications for coordination, booking, and service requests, prioritizing speed and simplicity."
conv_0316,9,legal_case_tracker,deploy on Vercel. I don’t want to self-host.,v1128,a128,s3628,False,24,Deploying on Managed Cloud Platforms,"Users prefer deploying applications on managed cloud platforms like Fly.io or Render, avoiding self-hosting complexities."
conv_0316,10,legal_case_tracker,my spouse asked me to add this: something is broken: the mobile menu won’t close,v1129,a129,s3629,False,4,Mobile Layout and Spacing Issues,"Users are experiencing incorrect spacing and overlapping elements, specifically headers and lists, on mobile devices."
conv_0316,11,legal_case_tracker,I need this to be GDPR-ish (at least delete account + export data).,v1130,a130,s3630,False,19,Audit Logs for Change Tracking,"Users require audit logs to track who made changes, what was changed, and when these modifications occurred."
conv_0316,12,legal_case_tracker,it worked yesterday and now I get a 401 even though I’m logged in. I didn’t change anything 🤷,v1131,a131,s3631,False,9,Addressing 401 Errors Post-Refresh,"Users frequently report 401 authentication errors occurring after a refresh, often with apologies for repeated communication."
conv_0316,13,legal_case_tracker,I WANT THIS TO WORK IN CHROME WITHOUT WEIRD GLITCHES.,v1132,a132,s3632,True,14,Safari Browser Compatibility Issues,Users expect the product to function flawlessly and without glitches when used in the Safari web browser.
conv_0317,1,hr_onboarding,"so, Trying to make an HR onboarding checklist + documents app. nothing fancy, just usable.",v1133,a133,s3633,False,0,Simple Service and Coordination Apps,"Users want to build straightforward applications for coordination, booking, and service requests, prioritizing speed and simplicity."
conv_0317,2,hr_onboarding,"one more thing, I’m getting a redirect loop after login. it kicks me back to /login randomly.",v1134,a134,s3634,False,21,Login Redirect Loop After Authentication,"Users are experiencing a persistent redirect loop immediately after logging in, preventing access to the application."
